variant,ym,p_risk,regime,ret,dd6,breadth,newlow_raw,newlow_t,trend,P_S0,P_S1,P_S2
baseline,2011-01,0.006963155715857753,Benign,-0.0630178491259451,-9.390475387247498,0.5481239804241436,0.04019292604501608,0.04019292604501608,0.11957276955761448,0.9950876354277473,0.004912364571659423,5.933267071445743e-13
baseline,2011-02,0.007280599593667789,Benign,0.0863197535857878,-23.251203200063088,0.4042207792207792,0.0688,0.0688,0.04138724794095733,0.9869517725197416,0.010900368017561154,0.0021478594626972484
baseline,2011-03,0.005813669266100503,Benign,0.040660824149329144,-25.852864569071464,0.5097402597402597,0.011164274322169059,0.011164274322169059,0.10304364967273119,0.9913065221229337,0.008693477877066131,1.5216833428883868e-16
baseline,2011-04,0.0053673207055895495,Benign,-0.022756360394378228,-25.852864569071464,0.512987012987013,0.030254777070063694,0.030254777070063694,0.11869774828595674,0.9901580557099189,0.009841944290004952,7.611968731560436e-14
baseline,2011-05,0.006811795895879661,Benign,-0.01950087042907933,-24.20813200447799,0.4251207729468599,0.042993630573248405,0.042993630573248405,0.07751751056133888,0.9834874591133049,0.016512539601050615,1.2856444644367674e-09
baseline,2011-06,0.009418200811946175,Benign,0.015480637523060725,-24.20813200447799,0.432475884244373,0.006309148264984227,0.006309148264984227,0.04126517741947798,0.9759507885439772,0.02404921145602039,2.4951668992300075e-15
baseline,2011-07,0.0058475887493619995,Benign,-0.11864747503555884,-23.91924189646364,0.5846645367412141,0.0047169811320754715,0.0047169811320754715,0.04127518485936128,0.9954460466264444,0.004553953373555481,8.36415606028072e-17
baseline,2011-08,0.14820277118852265,Benign,-0.058751861219887624,-12.122613715830276,0.36363636363636365,0.0015723270440251573,0.0015723270440251573,-0.08285941892949396,0.41888409274464317,0.5811159072553469,9.893985623957544e-15
baseline,2011-09,0.3218668835172903,Benign,0.07876133866014645,-7.933741609358291,0.2054140127388535,0.031446540880503145,0.031446540880503145,-0.1365310667223814,0.008938025229272702,0.9910619578493388,1.6921388507518932e-08
baseline,2011-10,0.408336029092767,Benign,-0.03222579979734985,-7.882660174514566,0.2761904761904762,0.006289308176100629,0.006289308176100629,-0.05115424439360188,0.010389650666489978,0.9896103493305326,2.9774040628202144e-12
baseline,2011-11,0.44994079306707313,Benign,-0.011783437933314267,-13.020185847949882,0.2854889589905363,0.018867924528301886,0.018867924528301886,-0.07140901812878174,0.016908886510435855,0.9830911128963696,5.931944562220394e-10
baseline,2011-12,0.47174625224319067,Benign,0.07123141823246693,-13.020185847949882,0.33490566037735847,0.009404388714733543,0.009404388714733543,-0.07711183414770117,0.012896577173746322,0.987103422813891,1.236275607263642e-11
baseline,2012-01,0.4620263643140984,Benign,0.03807155136815821,-13.661869861640385,0.44654088050314467,0.004702194357366771,0.004702194357366771,0.00013734079217226375,0.09538704723065759,0.9046129527686727,6.697282089539612e-13
baseline,2012-02,0.2554521237384681,Benign,-0.007984219154045014,-13.661869861640385,0.6572327044025157,0.006259780907668232,0.006259780907668232,0.046407847367799133,0.9022442336743284,0.09775576632566738,4.1676604377892775e-15
baseline,2012-03,0.140766547884481,Benign,-0.015913312648463407,-13.661869861640385,0.5220125786163522,0.010954616588419406,0.010954616588419406,0.04221316966275463,0.9478380559390651,0.05216194406088191,5.295587949263589e-14
baseline,2012-04,0.07088741720878594,Benign,-0.06988936382815414,-11.493339096104327,0.38836477987421386,0.051643192488262914,0.051643192488262914,0.031500741932268234,0.9979842705333675,0.0020148858670830604,8.435995493489124e-07
baseline,2012-05,0.037381776618370124,Benign,0.005717499731487274,-7.3236472533480645,0.3213166144200627,0.050078247261345854,0.050078247261345854,-0.029407077981188294,0.9922480360419044,0.007751655860282697,3.080978129521534e-07
baseline,2012-06,0.08835860844848031,Benign,0.015091601621011197,-7.3236472533480645,0.39184952978056425,0.0140625,0.0140625,-0.025556756071804798,0.7213291194430772,0.27867088055666467,2.5815206293807967e-13
baseline,2012-07,0.21759065652299406,Benign,0.012290184859023556,-7.3236472533480645,0.3395931142410016,0.0171606864274571,0.0171606864274571,-0.013657506765791227,0.30635459083902666,0.693645409126931,3.404231356241141e-11
baseline,2012-08,0.30365919209751857,Benign,0.0478132432884939,-7.3236472533480645,0.4507042253521127,0.014040561622464899,0.014040561622464899,-0.003589130206397849,0.22054454466333678,0.7794554553292403,7.422941074853716e-12
baseline,2012-09,0.21365175254236118,Benign,-0.04215483540831033,-6.781851986112352,0.5774647887323944,0.014040561622464899,0.014040561622464899,0.03794308130433076,0.7527113740258109,0.24728862597397064,2.1845568978943772e-13
baseline,2012-10,0.13619838773369636,Benign,0.010899221353768418,-6.451672422199928,0.5007824726134585,0.029503105590062112,0.029503105590062112,-0.010632422558024934,0.88250995502692,0.11749004409609688,8.769830679943863e-10
baseline,2012-11,0.0822978821303811,Benign,0.03318848549009101,-6.451672422199928,0.4546875,0.030959752321981424,0.030959752321981424,0.0028183782082578926,0.9432052479450004,0.05679475105586734,9.991321761916032e-10
baseline,2012-12,0.059649343946535587,Benign,-0.017580985234935786,-12.331740126719692,0.48829953198127923,0.0046439628482972135,0.0046439628482972135,0.03729184304887848,0.9259983884746235,0.07400161152537295,3.59905723082433e-15
baseline,2013-01,0.030312585834301183,Benign,0.03290113395716787,-12.132306921640767,0.5351014040561622,0.018575851393188854,0.018575851393188854,0.021832651438406066,0.9980483445558703,0.0019516554441256205,3.96937962609647e-15
baseline,2013-02,0.015298048790390434,Benign,-0.010658811881641417,-12.132306921640767,0.6090342679127726,0.007739938080495356,0.007739938080495356,0.05412612020521722,0.9994329765070405,0.0005670234929593665,5.416705111982704e-19
baseline,2013-03,0.0077030412104482525,Benign,-0.02042010443338027,-11.185651488465798,0.6319875776397516,0.009287925696594427,0.009287925696594427,0.03556642853750416,0.9997839327389879,0.0002160672610121415,3.1293638812385565e-19
baseline,2013-04,0.003908720797628171,Benign,0.01889055147974239,-11.021884452870378,0.6253869969040248,0.010819165378670788,0.010819165378670788,0.010206728522246874,0.9997711992303838,0.00022880076961617713,1.1725080553973132e-18
baseline,2013-05,0.0019646209368203113,Benign,-0.06882891440907302,-11.015218938396721,0.6873065015479877,0.0030864197530864196,0.0030864197530864196,0.021540732752069407,0.9999589578479751,4.1042152024903596e-05,8.758324426247269e-21
baseline,2013-06,0.007450440113032146,Benign,0.02721490912433233,-4.77913215205239,0.4891640866873065,0.0015432098765432098,0.0015432098765432098,-0.04779646160269803,0.9741274814215121,0.02587251857848796,9.188676633160995e-19
baseline,2013-07,0.004288753723497465,Benign,0.006441882241114527,-7.246142739958561,0.5681114551083591,0.007716049382716049,0.007716049382716049,-0.014719593069165772,0.9977458653320747,0.0022541346679249906,2.8833488116615755e-16
baseline,2013-08,0.00416461438154378,Benign,0.03664941969455038,-8.3866660186533,0.46367851622874806,0.01848998459167951,0.01848998459167951,-0.006923695813577788,0.9919190499208774,0.008080950079064968,5.760972370893802e-14
baseline,2013-09,0.0024025006307077687,Benign,0.016590219899681458,-8.3866660186533,0.5564142194744977,0.013846153846153847,0.013846153846153847,0.02545937463204781,0.9987192262402577,0.00128077375974114,1.1876196251071054e-15
baseline,2013-10,0.0018535253131187627,Benign,0.007280479951982111,-7.768226263366884,0.5246913580246914,0.013824884792626729,0.013824884792626729,0.039725518451936746,0.9973909000089408,0.002609099991058815,3.492955767414356e-16
baseline,2013-11,0.004760874053198449,Benign,-0.016397144746090997,-7.727631580911054,0.4567901234567901,0.009188361408882083,0.009188361408882083,0.04477692635325284,0.9846635544134449,0.015336445586554033,1.1194496190189644e-15
baseline,2013-12,0.005451558740788254,Benign,-0.034897104715772675,-6.189405687248028,0.42592592592592593,0.019877675840978593,0.019877675840978593,0.028749479173697367,0.9877155131441616,0.01228448685492072,9.176985883245074e-13
baseline,2014-01,0.005352217925530225,Benign,0.02000873983557061,-3.421768335813602,0.43143297380585516,0.010703363914373088,0.010703363914373088,-0.005370800305059548,0.9894942457794557,0.010505754220544391,4.162958700108293e-56
baseline,2014-02,0.008136948289008891,Benign,0.0028383957216482347,-3.421768335813602,0.5153846153846153,0.013761467889908258,0.013761467889908258,0.014360489492486599,0.9781566426950249,0.021843357304975112,2.390228438852586e-53
baseline,2014-03,0.01446135408941788,Benign,-0.011996286513861865,-3.421768335813602,0.5806451612903226,0.010703363914373088,0.010703363914373088,0.018440361331302,0.9584284802203463,0.04157151977965374,5.2300152158938175e-67
baseline,2014-04,0.017745348587722982,Benign,0.01690798771251334,-8.736636425309053,0.5911179173047473,0.010687022900763359,0.010687022900763359,-0.0013179598132411067,0.9579413138279438,0.042058686172056166,1.0275304938744683e-68
baseline,2014-05,0.2587783261248081,Benign,0.0036341581495165087,-8.736636425309053,0.5886850152905199,0.05030487804878049,0.05030487804878049,0.01054159749314762,0.00037739417186001263,0.9996226043324933,1.4956466288225743e-09
baseline,2014-06,0.3126301442740862,Benign,0.03691428855712653,-8.888370740264406,0.5688073394495413,0.007621951219512195,0.007621951219512195,0.009353322563359141,0.2670360751532713,0.7329639248467287,1.2377037353804178e-77
baseline,2014-07,0.3773544459178131,Benign,-0.0036510787898287322,-9.515865937522005,0.6467889908256881,0.0213089802130898,0.0213089802130898,0.043797608487609586,0.11584250487691998,0.8841574951230801,1.922325858739519e-48
baseline,2014-08,0.37291747743430126,Benign,-0.023422352155265003,-8.996204297547195,0.6758409785932722,0.010574018126888218,0.010574018126888218,0.03889974820819407,0.26303898209842097,0.736961017901579,2.2703889151351024e-79
baseline,2014-09,0.4364586894760528,Benign,-0.027553184784407714,-6.813558652203144,0.6641221374045801,0.05740181268882175,0.05740181268882175,0.01351043889129138,1.9696439110779329e-07,0.9999998030356089,1.779963627030223e-19
baseline,2014-10,0.4659875716590449,Benign,0.008323012343988134,-5.243581772122841,0.5289634146341463,0.03469079939668175,0.03469079939668175,-0.012503524833585187,0.008967092315925962,0.991032907684074,8.126705190131257e-24
baseline,2014-11,0.4386257881157523,Benign,-0.03291130893504779,-5.243581772122841,0.4496951219512195,0.024096385542168676,0.024096385542168676,-0.00534189142940645,0.17747199085508067,0.8225280091449194,2.1207334378524016e-29
baseline,2014-12,0.44101010305538924,Benign,0.017576853369501766,-6.657278067984107,0.3668188736681887,0.03453453453453453,0.03453453453453453,-0.03828321931380702,0.11321116427332263,0.8867888354633023,2.633750656530064e-10
baseline,2015-01,0.2209981599687849,Benign,0.018745595189680886,-7.232871732847979,0.4622356495468278,0.016467065868263474,0.016467065868263474,-0.01889628763830438,0.9980275662356388,0.0019724337643612245,1.238697120261837e-18
baseline,2015-02,0.1238701163059951,Benign,0.027812458007211216,-15.809252161832122,0.6057401812688822,0.004491017964071856,0.004491017964071856,0.0009564439477115414,0.9465158547135895,0.05348414528641059,2.9376742346318767e-39
baseline,2015-03,0.12312029605294893,Benign,0.04220412798522122,-15.809252161832122,0.6998491704374057,0.005979073243647235,0.005979073243647235,0.027424305420686964,0.7552590484001944,0.2447409515998055,2.0787601650458494e-46
baseline,2015-04,0.1973122578232184,Benign,-0.005815178618157391,-14.737897799264788,0.7650602409638554,0.0029895366218236174,0.0029895366218236174,0.06270577857667142,0.4569915608130242,0.5430084391869757,2.7169987067397854e-56
baseline,2015-05,0.2751961619213261,Benign,-0.019198078645188077,-13.475978043044623,0.7252252252252253,0.01195814648729447,0.01195814648729447,0.053034752267822415,0.29383986796113243,0.7061601320388676,2.2934807603826177e-42
baseline,2015-06,0.2833518207686474,Benign,-0.021232242806343726,-13.169271506729208,0.6362275449101796,0.013412816691505217,0.013412816691505217,0.03343840794307418,0.41698504076806264,0.5830149592319374,2.2370535102081376e-32
baseline,2015-07,0.3289231657122592,Benign,-0.04367638139480012,-10.339199628550688,0.6287425149700598,0.0237741456166419,0.0237741456166419,0.009608554563292081,0.2510109786882578,0.7489890213117422,2.5678957644827833e-24
baseline,2015-08,0.1706528182220475,Benign,0.010981291928680692,-10.594951610021997,0.47832585949177875,0.004451038575667656,0.004451038575667656,-0.03589627518248424,0.9752350585363284,0.024764941463671537,1.1246441838702438e-31
baseline,2015-09,0.08571249460449934,Benign,0.03396146856773963,-10.594951610021997,0.49177877428998507,0.0073964497041420114,0.0073964497041420114,-0.023482359340020888,0.9984556580260977,0.0015443419739023462,6.21932189193441e-29
baseline,2015-10,0.043370726659353466,Benign,-0.018477730905773315,-10.594951610021997,0.43946188340807174,0.02064896755162242,0.02064896755162242,0.004785644946230964,0.9979420825716268,0.0020579174283314457,4.187272413610051e-14
baseline,2015-11,0.021761272027209864,Benign,-0.015391754173157857,-9.320975498543882,0.3561847988077496,0.02643171806167401,0.02643171806167401,-0.0176122193613024,0.9996963809587551,0.0003036032923572555,1.5748887635737758e-08
baseline,2015-12,0.010893536514924461,Benign,-0.02511076705297277,-6.425808542849055,0.34175334323922735,0.021994134897360705,0.021994134897360705,-0.03279132288627723,0.9999483980126966,5.160196932845611e-05,1.7974829206066216e-11
baseline,2016-01,0.005456079784014767,Benign,0.0024057694031434096,-5.023973796205061,0.31602373887240354,0.01906158357771261,0.01906158357771261,-0.05113123521373259,0.9999627538954148,3.724610296033587e-05,1.6249058819555574e-12
baseline,2016-02,0.002746435781194738,Benign,0.04131663414171549,-5.023973796205061,0.30280649926144754,0.024890190336749635,0.024890190336749635,-0.03833859023393697,0.9999264251429966,7.356615725732632e-05,8.699746045444997e-09
baseline,2016-03,0.004099596612724275,Benign,-0.0008517429629829598,-5.023973796205061,0.43593519882179677,0.02046783625730994,0.02046783625730994,0.009043664080544057,0.9890944851135941,0.010905514884304258,2.101682258907214e-12
baseline,2016-04,0.006480107762285572,Benign,-0.0053907679303911715,-5.023973796205061,0.5242290748898678,0.011695906432748537,0.011695906432748537,0.011564655937463983,0.9822787621763063,0.01772123782369374,5.43633967560001e-22
baseline,2016-05,0.005956101423438567,Benign,-0.006579635306791065,-5.333731359629579,0.4750733137829912,0.008746355685131196,0.008746355685131196,0.010346840610232071,0.9891358098308168,0.010864190169183127,1.3575417930814872e-22
