ym,ret,pbear,regime,rvol,dvol,dd6
2004-01,0.04115495923412649,,Bull,0.1443768170475495,0.1320656860480434,-22.1225153975113
2004-02,-0.0033053167990804155,,Bull,0.152120265228235,0.08993295929243823,-23.125651268905422
2004-03,-0.020056755416844152,,Bull,0.20221341481077396,0.10452336865441908,-23.125651268905422
2004-04,-0.06837883983548998,,Bull,0.22434532968194495,0.134629965883878,-17.04822669606366
2004-05,-0.022454777350083832,,Bull,0.45118401829066423,0.2437993190660622,-11.790086712312286
2004-06,-0.06420284374016216,,Bull,0.34258410525490496,0.273548543543286,-8.936841114166516
2004-07,0.0927869801410397,,Bull,0.1952211692446666,0.26927048828951455,-8.936841114166516
2004-08,0.03922498257022733,,Bull,0.14092454599368887,0.17015842468858838,-8.936841114166516
2004-09,-0.0002993689206676198,,Bull,0.16412343950931205,0.12098664193399214,-8.936841114166516
2004-10,0.05177036236022192,,Bull,0.2672534135938268,0.12530576960747794,-10.900575155165859
2004-11,0.020340279025603536,,Bull,0.20458599079838602,0.1430451929234827,-10.900575155165859
2004-12,0.04105280605239425,,Bull,0.16128327398381195,0.14341652725170378,-10.900575155165859
2005-01,0.08433576939534881,,Bull,0.15983902815993417,0.10550515428159095,-10.900575155165859
2005-02,-0.045166897383133287,,Bull,0.14846617277757995,0.08551330794256964,-10.900575155165859
2005-03,-0.05631265563671062,,Bull,0.18826996218139272,0.10499524434541498,-8.150820576126073
2005-04,0.06464395365828834,,Bull,0.171693115767609,0.1302670098927839,-8.322152523383552
2005-05,0.03911519187847001,,Bull,0.14582015922312547,0.1301841082707119,-8.322152523383552
2005-06,0.10229533870135499,,Bull,0.1251223950709478,0.10542624410668591,-8.322152523383552
2005-07,-0.02516002305878673,,Bull,0.09847122302962993,0.05495679544993601,-8.746719412492364
2005-08,0.12708967654909675,,Bull,0.20289454947173732,0.09784541121173729,-8.746719412492364
2005-09,-0.05151474919205312,,Bull,0.1540862240674394,0.10052270752884213,-8.746719412492364
2005-10,0.12030805175416193,,Bull,0.24522372446376184,0.15047289283383022,-8.746719412492364
2005-11,0.0631474730322672,,Bull,0.1621262942654095,0.12995281445120396,-11.5340989307117
2005-12,0.014832830212289538,,Bull,0.09729509676181791,0.11540582858822387,-17.808423193543497
2006-01,-0.0201738719136767,,Bull,0.236761551801133,0.11643354571767463,-17.808423193543497
2006-02,-0.00874167246273494,,Bull,0.19631438491553227,0.14068285902622346,-17.808423193543497
2006-03,0.04422624739817227,,Bull,0.15385314360315477,0.1631946789314398,-17.808423193543497
2006-04,-0.07186579891986777,,Bull,0.1660510647735485,0.13615137345646894,-17.808423193543497
2006-05,-0.01711309675450623,,Bull,0.23293713696372376,0.1490816544968345,-8.639293468825793
2006-06,0.002061476913616911,,Bull,0.2901239519264425,0.1842530215409794,-5.153632653612938
2006-07,0.04231715200737107,,Bull,0.1998742042015546,0.18817894534821805,-5.9967543387908995
2006-08,0.013801650043684832,,Bull,0.1417133494108033,0.14775267514167753,-5.9967543387908995
2006-09,-0.005002140264830257,,Bull,0.13073820606057784,0.09700010762937111,-6.386264430782818
2006-10,0.04958404579405595,,Bull,0.13456953852875303,0.09192504954620773,-6.386264430782818
2006-11,0.0015709987092444866,,Bull,0.09649369692385582,0.08581051273120732,-6.386264430782818
2006-12,-0.0517476837905162,,Bull,0.13433162611248894,0.08282783932271336,-6.386264430782818
2007-01,0.04198553639575109,,Bull,0.13932216770710623,0.08965590371114035,-6.386264430782818
2007-02,0.024842369408128562,,Bull,0.16337975001980312,0.10444619877889466,-18.268953995384496
2007-03,0.061746541180188075,,Bull,0.17776723472001968,0.12165904310273305,-18.268953995384496
2007-04,0.10288284894052024,,Bull,0.11495625217614379,0.10377620785288734,-18.268953995384496
2007-05,0.0250982947648013,,Bull,0.10498371880425293,0.062362991589210374,-18.268953995384496
2007-06,0.10878071036997672,,Bull,0.17777444911797924,0.0720140635652127,-18.268953995384496
2007-07,-0.031051032028847292,,Bull,0.2496303909160134,0.11669161130993885,-23.042352546683908
2007-08,0.03909802834457499,,Bull,0.4262890072017306,0.2361078818929872,-23.042352546683908
2007-09,0.060812398984444904,,Bull,0.22060469024292767,0.2412020592802147,-23.75039993492264
2007-10,-0.0769305712974303,,Bull,0.24749988942778053,0.225326076321812,-23.75039993492264
2007-11,-0.0046537225168874485,,Bull,0.32734337870264624,0.1904885909564761,-19.390534055808338
2007-12,-0.1436116399354005,,Bull,0.2148764529109187,0.1916835811395898,-17.00938062473454
2008-01,0.05351203839037111,,Bull,0.3267993247589176,0.2410191761155411,-20.19609395422751
2008-02,-0.004457768023614417,,Bull,0.2935247197053968,0.21588552185023602,-21.95639635110014
2008-03,0.07129148713604883,,Bull,0.21453212971456875,0.22086724012109618,-26.530536804210758
2008-04,0.014544226557667628,,Bull,0.15543310266865426,0.14474297529244787,-50.301236840175
2008-05,-0.095625303030343,,Bull,0.17362235706153678,0.11966877207581493,-49.31210299564691
2008-06,-0.04791273487358194,,Bull,0.16810902072985845,0.12438112108438133,-43.95254845785039
2008-07,-0.0755203586899934,,Bull,0.28187677170376774,0.17254333568871313,-41.13202266736796
2008-08,-0.01775825633142869,,Bull,0.17590958072119933,0.18055259583301622,-37.484600271205935
2008-09,-0.23134399572164677,,Bull,0.39979213691229587,0.22478578740205457,-35.17188776606094
2008-10,-0.03323280897476555,,Bull,0.8890670832868355,0.4558501554863158,-19.704612573727786
2008-11,0.044978511462916426,,Bull,0.5779906227890831,0.5112077996413488,-17.046503244304912
2008-12,0.033473561437039834,,Bull,0.4289987068553709,0.49888156789220395,-17.046503244304912
2009-01,-0.08525867370867979,0.9985874662212446,Bear,0.4123759871475122,0.3363024170307958,-15.818915824881863
2009-02,0.13473747356270582,0.9983489246897546,Bear,0.32167284238309973,0.26448102334493656,-5.23507102218862
2009-03,0.13521129297623613,0.9065053247141507,Bear,0.25444278817679855,0.24877566416578692,-5.23507102218862
2009-04,0.019374035739815998,0.4557443665406075,Bear,0.2748902450886703,0.20551791245738435,-8.039541043237852
2009-05,-0.004169431902441678,0.22790596711142003,Bull,0.22683450958099163,0.1402404041774729,-11.308526734305968
2009-06,0.12029617158463801,0.11396379119029384,Bull,0.2271672956514067,0.15402674296660007,-11.308526734305968
2009-07,0.022192357015423214,0.0569830501357785,Bull,0.19685107040728106,0.14269491416688904,-11.308526734305968
2009-08,0.0510663946409764,0.028493097833420064,Bull,0.1762370871564624,0.12766126118079643,-11.308526734305968
2009-09,-0.05525543136425026,0.014252916100183756,Bull,0.15337706432900464,0.11155852884763436,-9.826886588548733
2009-10,-0.015872794001580925,0.007150756487456811,Bull,0.18663644915047656,0.12573108107940184,-9.826886588548733
2009-11,0.08174983668112512,0.003716804220441927,Bull,0.2422466621702102,0.15580272651626617,-10.921698461936312
2009-12,-0.047742689070899846,0.0019150948464226384,Bull,0.10460262237727329,0.13909605331121935,-10.921698461936312
2010-01,-0.0048988707108124085,0.0011317162352899612,Bull,0.1806107700608409,0.14750744233696342,-10.921698461936312
2010-02,0.06162752714789543,0.0008504034468139476,Bull,0.21939717181110377,0.12918926123256735,-10.921698461936312
2010-03,0.028774010520898452,0.00047450459755877183,Bull,0.1177912048501667,0.129617699875021,-10.921698461936312
2010-04,-0.05759781759966809,0.047433132057536444,Bull,0.1289420128812422,0.10105761541423891,-10.37748320233044
2010-05,0.03475402227722779,0.024617564953657106,Bull,0.23742153780285458,0.1247241318477146,-3.91121457460053
2010-06,0.035941986108499524,0.012476398974866085,Bull,0.14619654307928232,0.13139443036748488,-3.845078550467851
2010-07,-0.009424017363899306,0.006317907810485594,Bull,0.11484012924079563,0.12600659652272203,-3.845078550467851
2010-08,0.07462921164467073,0.06762521148314196,Bull,0.1480384570633166,0.08335425588643088,-8.337227923902812
2010-09,0.005414266402295365,0.03385599538399591,Bull,0.09602633193507865,0.07419613941468173,-9.064177775192928
2010-10,0.011513876774815301,0.016953545471203518,Bull,0.1313884681408151,0.085668189238388,-9.064177775192928
2010-11,0.07684956907217955,0.008585357324270399,Bull,0.14646951941974587,0.08718355536507989,-9.064177775192928
2010-12,0.009132121145173144,0.004304626266767635,Bull,0.0857979892235798,0.08681738116783148,-9.390475387247498
2011-01,-0.0630178491259451,0.0021996707667754976,Bull,0.12292596744669233,0.08820733429536112,-9.390475387247498
2011-02,0.0863197535857878,0.4745283430404977,Bull,0.1702059991534789,0.09676664524349336,-23.251203200063088
2011-03,0.040660824149329144,0.23735412287424956,Bull,0.17172793291788083,0.11603852668091576,-25.852864569071464
2011-04,-0.022756360394378228,0.1186816645949336,Bull,0.13787126672875916,0.11005752902245605,-25.852864569071464
2011-05,-0.01950087042907933,0.059719817303760706,Bull,0.23688190518206537,0.12347120068419679,-24.20813200447799
2011-06,0.015480637523060725,0.029867052353243516,Bull,0.16281902880458238,0.12363744023763239,-24.20813200447799
