model,ym,prisk,regime,ret,dd6,P_S0,P_S1,P_S2
2-state,2025-05,0.134544253277418,Benign,0.13864929369746903,-8.901506871653952,0.9999962158806315,3.783056253404019e-06,
2-state,2025-06,0.06727212940505227,Benign,0.0565615108884876,-8.901506871653952,0.9999999944673135,4.401005105118128e-09,
2-state,2025-07,0.03363606603323573,Benign,-0.01831182604318171,-8.901506871653952,0.9999999973385808,1.4787135276693497e-09,
2-state,2025-08,0.016818088565445016,Benign,0.07488679795710262,-8.901506871653952,0.9999998889023457,1.0992042213546184e-07,
2-state,2025-09,0.00840917960213002,Benign,0.19941011588801794,-19.894662107505688,0.999999729361185,2.694386476361365e-07,
2-state,2025-10,0.004206126740331865,Benign,-0.044043800878727946,-19.894662107505688,0.9999969261214663,3.0726482344413138e-06,
2-state,2025-11,0.0021033357041415255,Benign,0.07323907704836685,-19.894662107505688,0.9999994553320488,5.433363811210407e-07,
2-state,2025-12,0.0010569031543035494,Benign,0.23971267417636266,-19.894662107505688,0.9999895293955344,1.0469259214221515e-05,
2-state,2026-01,0.002567776323470735,Benign,0.19519520978992544,-38.630429604794614,0.9959213505073621,0.0040786479904713294,
2-state,2026-02,0.0017366154056886,Benign,-0.19084643404922963,,0.9990945455120935,0.0009054526592422196,
2-state,2026-03,0.007666578674872586,Benign,0.3060707394429423,,0.9864034580559434,0.013596540588027322,
2-state,2026-04,0.005018817148964934,Benign,0.28448510731373733,,0.9976289443769427,0.002371053746027664,
2-state,2026-05,0.5025085295173185,Benign,3.894198542830907e-05,,1.758114327892687e-06,0.9999982357799795,
2-state,2026-06,0.7052653617155127,Risk,-0.22191170974465646,,0.09197780608629326,0.9080221899371816,
2-state,2026-07,0.41370915595912566,Risk,,,0.8778470497972614,0.12215294911048553,
3-state,2004-01,,Benign,0.04115495923412649,-22.1225153975113,,,
3-state,2004-02,,Benign,-0.0033053167990804155,-23.125651268905422,,,
3-state,2004-03,,Benign,-0.020056755416844152,-23.125651268905422,,,
3-state,2004-04,,Benign,-0.06837883983548998,-17.04822669606366,,,
3-state,2004-05,,Benign,-0.022454777350083832,-11.790086712312286,,,
3-state,2004-06,,Benign,-0.06420284374016216,-8.936841114166516,,,
3-state,2004-07,,Benign,0.0927869801410397,-8.936841114166516,,,
3-state,2004-08,,Benign,0.03922498257022733,-8.936841114166516,,,
3-state,2004-09,,Benign,-0.0002993689206676198,-8.936841114166516,,,
3-state,2004-10,,Benign,0.05177036236022192,-10.900575155165859,,,
3-state,2004-11,,Benign,0.020340279025603536,-10.900575155165859,,,
3-state,2004-12,,Benign,0.04105280605239425,-10.900575155165859,,,
3-state,2005-01,,Benign,0.08433576939534881,-10.900575155165859,,,
3-state,2005-02,,Benign,-0.045166897383133287,-10.900575155165859,,,
3-state,2005-03,,Benign,-0.05631265563671062,-8.150820576126073,,,
3-state,2005-04,,Benign,0.06464395365828834,-8.322152523383552,,,
3-state,2005-05,,Benign,0.03911519187847001,-8.322152523383552,,,
3-state,2005-06,,Benign,0.10229533870135499,-8.322152523383552,,,
3-state,2005-07,,Benign,-0.02516002305878673,-8.746719412492364,,,
3-state,2005-08,,Benign,0.12708967654909675,-8.746719412492364,,,
3-state,2005-09,,Benign,-0.05151474919205312,-8.746719412492364,,,
3-state,2005-10,,Benign,0.12030805175416193,-8.746719412492364,,,
3-state,2005-11,,Benign,0.0631474730322672,-11.5340989307117,,,
3-state,2005-12,,Benign,0.014832830212289538,-17.808423193543497,,,
3-state,2006-01,,Benign,-0.0201738719136767,-17.808423193543497,,,
3-state,2006-02,,Benign,-0.00874167246273494,-17.808423193543497,,,
3-state,2006-03,,Benign,0.04422624739817227,-17.808423193543497,,,
3-state,2006-04,,Benign,-0.07186579891986777,-17.808423193543497,,,
3-state,2006-05,,Benign,-0.01711309675450623,-8.639293468825793,,,
3-state,2006-06,,Benign,0.002061476913616911,-5.153632653612938,,,
3-state,2006-07,,Benign,0.04231715200737107,-5.9967543387908995,,,
3-state,2006-08,,Benign,0.013801650043684832,-5.9967543387908995,,,
3-state,2006-09,,Benign,-0.005002140264830257,-6.386264430782818,,,
3-state,2006-10,,Benign,0.04958404579405595,-6.386264430782818,,,
3-state,2006-11,,Benign,0.0015709987092444866,-6.386264430782818,,,
3-state,2006-12,,Benign,-0.0517476837905162,-6.386264430782818,,,
3-state,2007-01,,Benign,0.04198553639575109,-6.386264430782818,,,
3-state,2007-02,,Benign,0.024842369408128562,-18.268953995384496,,,
3-state,2007-03,,Benign,0.061746541180188075,-18.268953995384496,,,
3-state,2007-04,,Benign,0.10288284894052024,-18.268953995384496,,,
3-state,2007-05,,Benign,0.0250982947648013,-18.268953995384496,,,
3-state,2007-06,,Benign,0.10878071036997672,-18.268953995384496,,,
3-state,2007-07,,Benign,-0.031051032028847292,-23.042352546683908,,,
3-state,2007-08,,Benign,0.03909802834457499,-23.042352546683908,,,
3-state,2007-09,,Benign,0.060812398984444904,-23.75039993492264,,,
3-state,2007-10,,Benign,-0.0769305712974303,-23.75039993492264,,,
3-state,2007-11,,Benign,-0.0046537225168874485,-19.390534055808338,,,
3-state,2007-12,,Benign,-0.1436116399354005,-17.00938062473454,,,
3-state,2008-01,,Benign,0.05351203839037111,-20.19609395422751,,,
3-state,2008-02,,Benign,-0.004457768023614417,-21.95639635110014,,,
3-state,2008-03,,Benign,0.07129148713604883,-26.530536804210758,,,
3-state,2008-04,,Benign,0.014544226557667628,-50.301236840175,,,
3-state,2008-05,,Benign,-0.095625303030343,-49.31210299564691,,,
3-state,2008-06,,Benign,-0.04791273487358194,-43.95254845785039,,,
3-state,2008-07,,Benign,-0.0755203586899934,-41.13202266736796,,,
3-state,2008-08,,Benign,-0.01775825633142869,-37.484600271205935,,,
3-state,2008-09,,Benign,-0.23134399572164677,-35.17188776606094,,,
3-state,2008-10,,Benign,-0.03323280897476555,-19.704612573727786,,,
3-state,2008-11,,Benign,0.044978511462916426,-17.046503244304912,,,
3-state,2008-12,,Benign,0.033473561437039834,-17.046503244304912,,,
3-state,2009-01,0.9999999998414915,Risk,-0.08525867370867979,-15.818915824881863,1.5850850547544391e-10,0.9999984821803829,1.51591370954855e-06
3-state,2009-02,0.9999999899209709,Risk,0.13473747356270582,-5.23507102218862,1.9999549555878758e-08,0.9999884704407189,1.15077337330715e-05
3-state,2009-03,0.9999445031079923,Risk,0.13521129297623613,-5.23507102218862,0.0001109837049863766,0.9992363333230807,0.0006526812718393363
3-state,2009-04,0.5002879102378521,Risk,0.019374035739815998,-8.039541043237852,0.999368682632288,0.00011759172873124351,0.0005137172446722713
3-state,2009-05,0.25014440710690333,Benign,-0.004169431902441678,-11.308526734305968,0.9999990960240455,8.082788426206688e-08,8.221079851499125e-07
3-state,2009-06,0.125072994054366,Benign,0.12029617158463801,-11.308526734305968,0.9999984189981713,2.502466141345077e-07,1.3297092206661155e-06
3-state,2009-07,0.0625365688818843,Benign,0.022192357015423214,-11.308526734305968,0.9999998562905974,3.158450079416031e-08,1.1106196890154601e-07
3-state,2009-08,0.03126840382285079,Benign,0.0510663946409764,-11.308526734305968,0.9999997612361827,6.929263657121348e-08,1.6841291630634622e-07
3-state,2009-09,0.01563662549847017,Benign,-0.05525543136425026,-9.826886588548733,0.9999951528259104,3.841538767782265e-06,1.004590902803869e-06
3-state,2009-10,0.007867810665462244,Benign,-0.015872794001580925,-9.826886588548733,0.9999010041675457,9.173253864128585e-05,7.2622639345184305e-06
3-state,2009-11,0.007514797786558766,Benign,0.08174983668112512,-10.921698461936312,0.9928382150923447,0.007068618822672108,9.316507151348045e-05
3-state,2009-12,0.0041328699089442575,Benign,-0.047742689070899846,-10.921698461936312,0.9992490579686703,0.0007297798744099038,2.1161126310239946e-05
3-state,2010-01,0.02269892242548528,Benign,-0.0048988707108124085,-10.921698461936312,0.9587350250579737,0.04124328034262407,2.1693214592187567e-05
3-state,2010-02,0.068365305890257,Benign,0.06162752714789543,-10.921698461936312,0.8859683106449713,0.1140238969951245,7.790724497767194e-06
3-state,2010-03,0.04263817930554524,Benign,0.028774010520898452,-10.921698461936312,0.9830889472791665,0.016909003889063797,2.0476411290396446e-06
3-state,2010-04,0.168591381455878,Benign,-0.05759781759966809,-10.37748320233044,0.7054554163937893,0.2749368085511188,0.019607770741723273
3-state,2010-05,0.2072699694943718,Benign,0.03475402227722779,-3.91121457460053,0.7540514424671344,0.24591921039681808,2.934602581379286e-05
3-state,2010-06,0.15571328667748885,Benign,0.035941986108499524,-3.845078550467851,0.8958433961393941,0.10413507755635139,2.1524722033245085e-05
3-state,2010-07,0.08507720609584962,Benign,-0.009424017363899306,-3.845078550467851,0.9855588744857896,0.014431831509945647,9.29270635807405e-06
3-state,2010-08,0.2896122438375851,Benign,0.07462921164467073,-8.337227923902812,0.5058527184206794,0.4650145411897659,0.02913273524856846
3-state,2010-09,0.15402374563118743,Benign,0.005414266402295365,-9.064177775192928,0.9815647525752103,0.01843399485164046,1.2504843855597502e-06
3-state,2010-10,0.0780577032098965,Benign,0.011513876774815301,-9.064177775192928,0.9979083392113944,0.002091068092112459,5.914493090288887e-07
3-state,2010-11,0.04233285901696522,Benign,0.07684956907217955,-9.064177775192928,0.993391985175966,0.00659476021966485,1.3253472968364287e-05
3-state,2010-12,0.02198463879635474,Benign,0.009132121145173144,-9.390475387247498,0.9983635814242557,0.0016360600934406467,3.573138504947815e-07
3-state,2011-01,0.01344841310953861,Benign,-0.0630178491259451,-9.390475387247498,0.9950878125772775,0.004912186366429283,5.943601872351451e-13
3-state,2011-02,0.013230120083807759,Benign,0.0863197535857878,-23.251203200063088,0.9869881729419231,0.010903434129176067,0.002108385718272125
3-state,2011-03,0.010961270684902883,Benign,0.040660824149329144,-25.852864569071464,0.991307578714002,0.008692420219183924,1.5087426522637012e-16
3-state,2011-04,0.01040137059306054,Benign,-0.022756360394378228,-25.852864569071464,0.9901585294987818,0.009841469442446592,7.610055332472276e-14
3-state,2011-05,0.013458205999465109,Benign,-0.01950087042907933,-24.20813200447799,0.9834849585941303,0.016515039100657332,1.2691439680991775e-09
3-state,2011-06,0.01875575183417643,Benign,0.015480637523060725,-24.20813200447799,0.9759467023311122,0.024053296627488365,2.4772827676096227e-15
3-state,2011-07,0.011654074286822521,Benign,-0.11864747503555884,-23.91924189646364,0.9954476032605314,0.004552395640947218,8.456456500191795e-17
3-state,2011-08,0.2964039092998598,Benign,-0.058751861219887624,-12.122613715830276,0.4188462556871028,0.5811537307180307,9.73411445232437e-15
3-state,2011-09,0.6437691945169203,Risk,0.07876133866014645,-7.933741609358291,0.008865520266019259,0.9911344616587171,1.621389255132383e-08
3-state,2011-10,0.8168292769510332,Risk,-0.03222579979734985,-7.882660174514566,0.010110640614853767,0.989889358165098,2.893265536388657e-12
3-state,2011-11,0.9001966042789242,Risk,-0.011783437933314267,-13.020185847949882,0.01643606839318491,0.983563929732902,5.767941304977162e-10
3-state,2011-12,0.9437827819603175,Risk,0.07123141823246693,-13.020185847949882,0.012631040358289339,0.9873689582433947,1.2124783329394522e-11
3-state,2012-01,0.9249997029434284,Risk,0.03807155136815821,-13.661869861640385,0.09378337607346071,0.9062166226162122,6.594600284562759e-13
3-state,2012-02,0.5072181235678779,Risk,-0.007984219154045014,-13.661869861640385,0.9105634558076725,0.08943654060366102,4.352987337526452e-15
3-state,2012-03,0.27862274239761814,Benign,-0.015913312648463407,-13.661869861640385,0.9499726387726416,0.05002736010021724,4.9057516422598985e-14
3-state,2012-04,0.140309943041061,Benign,-0.06988936382815414,-11.493339096104327,0.9980028563154961,0.0019964235227967475,7.190584134381369e-07
3-state,2012-05,0.07403238003393679,Benign,0.005717499731487274,-7.3236472533480645,0.9922451829731874,0.007754549709249121,2.662781284062053e-07
3-state,2012-06,0.17639142764215834,Benign,0.015091601621011197,-7.3236472533480645,0.7212495247496201,0.2787504711666938,2.4671925715326104e-13
3-state,2012-07,0.43585822679381525,Benign,0.012290184859023556,-7.3236472533480645,0.30467497405452776,0.6953250237631992,3.13677432094808e-11
3-state,2012-08,0.6078433448401273,Risk,0.0478132432884939,-7.3236472533480645,0.2201715371135609,0.7798284616899245,7.509669621519739e-12
3-state,2012-09,0.4250052692689487,Risk,-0.04215483540831033,-6.781851986112352,0.7578328063022298,0.2421671910701452,2.4080689758402125e-13
3-state,2012-10,0.2697333325826591,Benign,0.010899221353768418,-6.451672422199928,0.8855386041036305,0.11446139379679506,8.860149690975912e-10
3-state,2012-11,0.16276073731195262,Benign,0.03318848549009101,-6.451672422199928,0.9442118579587538,0.055788139964702645,9.659898274006753e-10
3-state,2012-12,0.11805832006716166,Benign,-0.017580985234935786,-12.331740126719692,0.9266440971776293,0.07335590177765244,3.607100785971642e-15
3-state,2013-01,0.06000450645964228,Benign,0.03290113395716787,-12.132306921640767,0.9980493071478771,0.0019506917595474406,4.254323468231361e-15
3-state,2013-02,0.030285675921237876,Benign,-0.010658811881641417,-12.132306921640767,0.9994331546171665,0.0005668442768745923,6.119337353573058e-19
3-state,2013-03,0.015250844537393449,Benign,-0.02042010443338027,-11.185651488465798,0.999783986846451,0.00021601204407948945,3.573667340606354e-19
3-state,2013-04,0.007739793119752092,Benign,0.01889055147974239,-11.021884452870378,0.9997712582978893,0.00022874059975685812,1.3177846461334352e-18
3-state,2013-05,0.0038904110648924906,Benign,-0.06882891440907302,-11.015218938396721,0.9999589709899671,4.102788226582435e-05,1.0037541933068008e-20
3-state,2013-06,0.014878125080041812,Benign,0.02721490912433233,-4.77913215205239,0.9741341609048089,0.025865838062282848,9.418188220674426e-19
3-state,2013-07,0.008564539763453775,Benign,0.006441882241114527,-7.246142739958561,0.9977490455531343,0.0022509533456765026,3.1074550247175157e-16
3-state,2013-08,0.008321145624213013,Benign,0.03664941969455038,-8.3866660186533,0.9919222485150277,0.008077750443186645,5.65781513710696e-14
3-state,2013-09,0.004800050556076225,Benign,0.016590219899681458,-8.3866660186533,0.9987210445120606,0.0012789544134969195,1.2438093750062088e-15
3-state,2013-10,0.0037038112903650033,Benign,0.007280479951982111,-7.768226263366884,0.9973924279753462,0.002607570967835619,3.556556929108568e-16
3-state,2013-11,0.009519174951051642,Benign,-0.016397144746090997,-7.727631580911054,0.9846654613882617,0.015334537582649462,1.0842461606998645e-15
3-state,2013-12,0.010933435039441523,Benign,-0.034897104715772675,-6.189405687248028,0.9876523048721686,0.01234769409309007,8.577900367228687e-13
3-state,2014-01,0.49879882826949895,Benign,0.02000873983557061,-3.421768335813602,0.0133357785004437,0.9866642203477142,5.213266116294347e-56
3-state,2014-02,0.7379022782248568,Risk,0.0028383957216482347,-3.421768335813602,0.02299427181978525,0.977005727081086,2.436026584247276e-53
3-state,2014-03,0.8507416341721155,Risk,-0.011996286513861865,-3.421768335813602,0.03641900988062581,0.9635809890149309,4.420568319216459e-67
3-state,2014-04,0.9083801983398532,Risk,0.01690798771251334,-8.736636425309053,0.03398123749240913,0.9660187613889386,8.309347912388938e-69
3-state,2014-05,0.45441310452165123,Risk,0.0036341581495165087,-8.736636425309053,0.9995539892965507,0.0004459987958062983,1.584177419903248e-09
3-state,2014-06,0.39739564994152776,Benign,0.03691428855712653,-8.888370740264406,0.6596218046385958,0.34037819252173385,1.1653903683155166e-77
3-state,2014-07,0.2999916383515713,Benign,-0.0036510787898287322,-9.515865937522005,0.7974123732383852,0.20258762535141062,1.9917536072669714e-48
3-state,2014-08,0.39661160645144433,Benign,-0.023422352155265003,-8.996204297547195,0.5067684254486826,0.49323157353965036,1.9620285473670254e-79
3-state,2014-09,0.19830610403337834,Benign,-0.027553184784407714,-6.813558652203144,0.9999993983846877,5.992101762082548e-07,3.506669786427378e-19
3-state,2014-10,0.1038498250078973,Benign,0.008323012343988134,-5.243581772122841,0.9906064540175837,0.009393544876089966,2.5500013711673483e-23
3-state,2014-11,0.11595899350071687,Benign,-0.03291130893504779,-5.243581772122841,0.8719318380064636,0.12806816023075038,2.902127467081868e-29
3-state,2014-12,0.09128824054573678,Benign,0.017576853369501766,-6.657278067984107,0.9333825124092433,0.06661748615636859,3.314759024278494e-10
3-state,2015-01,0.5444726212693035,Benign,0.018745595189680886,-7.232871732847979,0.0023429980071296326,0.9976570008729733,1.3696744355663422e-18
3-state,2015-02,0.7519739615883376,Risk,0.027812458007211216,-15.809252161832122,0.04052469809262829,0.9594753007505619,2.2167195320485867e-39
3-state,2015-03,0.7958580637991962,Risk,0.04220412798522122,-15.809252161832122,0.16025783398994514,0.8397421648573675,1.3894709723127963e-46
3-state,2015-04,0.7361808350554007,Risk,-0.005815178618157391,-14.737897799264788,0.32349639368839506,0.6765036048658492,2.0130223894060545e-56
3-state,2015-05,0.6488595671805784,Risk,-0.019198078645188077,-13.475978043044623,0.43846170069424384,0.5615382978323074,2.548363497036026e-42
3-state,2015-06,0.6637157447999769,Risk,-0.021232242806343726,-13.169271506729208,0.3214280775806246,0.6785719212772644,3.003310519949476e-32
3-state,2015-07,0.5703281555118845,Risk,-0.04367638139480012,-10.339199628550688,0.5230594337762078,0.476940564440811,4.3356597228030476e-24
3-state,2015-08,0.7789829757169185,Risk,0.010981291928680692,-10.594951610021997,0.012362204078047487,0.9876377940509767,1.646311141506792e-31
3-state,2015-09,0.8887017035535107,Risk,0.03396146856773963,-10.594951610021997,0.0015795686098972143,0.9984204303078743,7.86366128406888e-29
3-state,2015-10,0.9429108091872979,Risk,-0.018477730905773315,-10.594951610021997,0.002880085178915071,0.9971199137620246,5.903460970391194e-14
3-state,2015-11,0.9712015371511766,Risk,-0.015391754173157857,-9.320975498543882,0.0005077348849444626,0.9994922376567467,2.641089862176773e-08
3-state,2015-12,0.9855578074715152,Risk,-0.02511076705297277,-6.425808542849055,8.592220814615727e-05,0.9999140767155221,2.986987469764493e-11
3-state,2016-01,0.49279755328553426,Risk,0.0024057694031434096,-5.023973796205061,0.9999627009004467,3.729806270793284e-05,1.6237865997006438e-12
3-state,2016-02,0.24643557294891247,Benign,0.04131663414171549,-5.023973796205061,0.9999264073877093,7.358288265813834e-05,8.69806729660766e-09
3-state,2016-03,0.12867093618991488,Benign,-0.0008517429629829598,-5.023973796205061,0.9890937005690827,0.010906298365688166,2.1015997583388414e-12
3-state,2016-04,0.07315950748463945,Benign,-0.0053907679303911715,-5.023973796205061,0.982351921220636,0.01764807766068627,5.436557402785784e-22
3-state,2016-05,0.04203577501315983,Benign,-0.006579635306791065,-5.333731359629579,0.9890879574583198,0.01091204144734652,1.358096011694931e-22
3-state,2016-06,0.023185653910370654,Benign,0.023264885115996004,-5.333731359629579,0.9956644671924185,0.004335531737821886,2.427738678521961e-22
3-state,2016-07,0.051345330009669295,Benign,0.009155924562810336,-5.333731359629579,0.9204949938910321,0.0795050050557717,2.6258822978618174e-11
3-state,2016-08,0.522672297053681,Benign,0.004413525845230248,-5.333731359629579,0.006000735902307296,0.8388009590291288,0.15519828897450513
3-state,2016-09,0.35827333539343265,Benign,-0.017341722029861617,-5.176973873892088,0.8061256262668157,0.193874372474516,1.323562500363196e-15
3-state,2016-10,0.6791366676967147,Risk,-0.012304593518776774,-2.5032266220640476,3.3511164619904374e-15,0.9999999962822845,1.2498456411231533e-50
3-state,2016-11,0.8256574700406487,Risk,0.021668976189309852,-2.5032266220640476,0.027821727615417277,0.9721776027334033,2.5969370995436074e-15
3-state,2016-12,0.5499617261111585,Risk,0.020286661574530296,-2.5032266220640476,0.7257340178183319,0.27426597924758256,3.0269605460248895e-21
3-state,2017-01,0.7623793645156458,Risk,0.011641600247119799,-2.5032266220640476,0.025202997079866875,0.30596890644468366,0.6688280761650509
3-state,2017-02,0.4516406896725678,Risk,0.03279249364769088,-5.37705297443093,0.8590979851705102,0.0025879290423097773,0.13831408432902834
3-state,2017-03,0.25762872576587414,Benign,0.020928309182937088,-5.37705297443093,0.9363832381408196,6.47102231298853e-07,0.06361611352820273
3-state,2017-04,0.14659423303048974,Benign,0.06435901460809901,-5.37705297443093,0.9644402597048947,4.133839406006209e-07,0.03555932579000333
3-state,2017-05,0.09806460955405652,Benign,0.018919032481777176,-5.37705297443093,0.9504650139223767,1.560778283459272e-13,0.04953498481422039
3-state,2017-06,0.24852378868893032,Benign,0.004565585480605261,-5.37705297443093,0.6010170321761958,1.8209305100429801e-09,0.39898296272462735
3-state,2017-07,0.6242618943438905,Risk,-0.016448102423411104,-5.106779372261084,1.1494719488814665e-12,0.00033147741017523,0.9996685184927766
3-state,2017-08,0.6902498495108836,Risk,0.01323635851219862,-9.022432045446305,0.2437621953221232,1.1094340616566548e-07,0.7562376924758599
3-state,2017-09,0.8438165157288466,Risk,0.05385741417322154,-9.022432045446305,0.0026168180531903154,1.5766850487296423e-08,0.9973831630812067
3-state,2017-10,0.9218987856587594,Risk,-0.01864914649028071,-9.022432045446305,1.8944411327931104e-05,1.1792761367184825e-12,0.9999810534451413
3-state,2017-11,0.9259489241104715,Risk,-0.003585944964967669,-9.022432045446305,0.07000093743781634,5.002387809148706e-10,0.9299990603409458
3-state,2017-12,0.9245756868859614,Risk,0.04010957332950493,-10.92876031296578,0.07679755033854879,7.275727212303655e-06,0.9231951718616118
3-state,2018-01,0.46960331698443936,Risk,-0.05419911303226155,-12.107655925343652,0.9853690529170827,0.014630945995442677,2.2632666887083093e-18
3-state,2018-02,0.23520324598556003,Benign,0.0076173247545101574,-10.916038402810212,0.9991968250133193,0.000746053791339311,5.7120155943346285e-05
3-state,2018-03,0.2740586590122115,Benign,0.028427655980584055,-10.916038402810212,0.687085927961137,0.31291406403739175,8.665003949340532e-13
3-state,2018-04,0.5451397235110945,Benign,-0.03672203696866427,-20.646179033749025,0.18377921199002245,0.8162206840733444,1.0143249564663412e-07
3-state,2018-05,0.4298059310385051,Benign,-0.03998337875727398,-19.207231269225268,0.6855278614340843,0.13442448150465763,0.18004765334191877
3-state,2018-06,0.2149029662612902,Benign,-0.013270915469926647,-15.257506834948876,0.9999999985159247,5.855609804361568e-16,1.3024664382504285e-14
3-state,2018-07,0.28634156888396095,Benign,0.012033439753823538,-15.357280452694022,0.6422198284933683,0.35778014132027325,4.895737558246338e-34
3-state,2018-08,0.6177549049004611,Risk,0.008691876707128454,-15.357280452694022,0.050831759083038615,0.9491682381997623,9.10564576252491e-17
3-state,2018-09,0.8069785510856728,Risk,-0.1337476549186405,-14.910784013904033,0.0037978027291153183,0.9962021961424071,6.215959510116982e-14
3-state,2018-10,0.40349493249371204,Risk,0.03309380642103732,-6.483795664071157,0.9999886860982488,1.123048036417934e-05,1.853251753685301e-51
3-state,2018-11,0.3619404611269759,Benign,-0.026620787987619576,-10.019876469916355,0.6796140102397602,0.3203859518989315,2.1891371647826927e-37
3-state,2018-12,0.6527884502155589,Risk,0.0802581308836019,-10.019876469916355,0.0563635606958581,0.9436364362676194,8.224514946260904e-38
3-state,2019-01,0.8149201054859566,Risk,-0.004267934704496712,-10.019876469916355,0.02294823924364563,2.269151863070527e-21,0.9770517596738488
3-state,2019-02,0.8577510652192948,Risk,-0.02494717277311076,-15.072285771240034,0.09941797504736699,2.6110815171280877e-16,0.900582023441884
3-state,2019-03,0.757424141028192,Risk,0.02939274540771497,-15.072285771240034,0.34290278316291084,7.363768634874766e-11,0.65709721400274
3-state,2019-04,0.42447179442844907,Risk,-0.07344836888932471,-13.695177451700369,0.9084805521712939,1.7119798229328963e-10,0.09151944463527736
3-state,2019-05,0.29594270487279123,Benign,0.04353156003126646,-10.52373122249326,0.8325863846828666,2.6742515303306176e-13,0.167413613750055
3-state,2019-06,0.16135819537668258,Benign,-0.049783660401832464,-10.368350250142655,0.9732263141194261,1.3185899298505239e-08,0.026773671380911985
3-state,2019-07,0.5806790967150575,Benign,-0.02803586396813429,-6.538316914075426,1.946567559307927e-09,6.119454161797307e-14,0.9999999683231122
3-state,2019-08,0.7849595924668733,Risk,0.04840964120898228,-12.36034800901422,0.010759911781310907,9.146768259335629e-37,0.9892400870839175
3-state,2019-09,0.8797899730538516,Risk,0.009902780425627533,-35.70889779916474,0.025379646359169984,3.691081521214051e-14,0.9746203525272571
3-state,2019-10,0.9367987948410836,Risk,0.002150239268313925,-35.70889779916474,0.006192383371684363,7.280034431353234e-12,0.9938076154632086
3-state,2019-11,0.9677031012189061,Risk,0.05254409231498869,-35.70889779916474,0.0013925924032714347,1.1986099538312788e-10,0.9986074063392922
3-state,2019-12,0.9838461933750471,Risk,-0.035792414195787936,-35.70889779916474,1.0714468811995734e-05,3.539011544833622e-15,0.9999892844510111
3-state,2020-01,0.9919230966875235,Risk,-0.062293240424381,-35.03091217438568,0.0,4.51449695454341e-74,0.999999996825815
3-state,2020-02,0.9959615483437618,Risk,-0.11694455185185326,-30.09792506344231,0.0,2.7263542116660252e-270,0.9999999929474765
3-state,2020-03,0.9979807741718809,Risk,0.10994850358748165,-7.508801311518287,0.0,0.2632845557391036,0.7367154427591931
3-state,2020-04,0.9989903870859405,Risk,0.04212446061941999,-7.508801311518287,0.0,0.8828715954389748,0.11712840273658429
3-state,2020-05,0.9994951935429702,Risk,0.038790945746012495,-7.508801311518287,0.0,0.9626930585550466,0.0373069401922545
3-state,2020-06,0.9997475967714851,Risk,0.06689656450185977,-7.220151177391654,0.0,0.8188652562657625,0.18113474270440846
3-state,2020-07,0.9998737983857425,Risk,0.034142804734832444,-7.253996740571744,0.0,0.15878362183077088,0.8412163759796115
3-state,2020-08,0.9999368991928712,Risk,0.0007394002849707704,-7.253996740571744,0.0,0.005508160773113583,0.9944918380617143
3-state,2020-09,0.9999684495964356,Risk,-0.02609229518459133,-7.817720647628201,0.0,0.038134088848558,0.9618659101266231
3-state,2020-10,0.9999842247982178,Risk,0.14299459652479585,-7.817720647628201,0.0,0.45865882989727846,0.5413411660952043
3-state,2020-11,0.9999921123991089,Risk,0.1088741242922524,-7.817720647628201,0.0,0.007621488481769869,0.9923785100339599
3-state,2020-12,0.9999960561995545,Risk,0.03575467684780964,-7.817720647628201,0.0,9.855089597105028e-09,0.9999999891043889
3-state,2021-01,0.49999802904733365,Risk,0.012344555900485554,-6.484782512052478,0.9999999981048872,0.0,6.834606015091367e-10
3-state,2021-02,0.2499990163435096,Benign,0.01608721402234803,-7.403461627668206,0.9999999963603144,0.0,2.4526277470733164e-09
3-state,2021-03,0.12499950945128167,Benign,0.0282353247031637,-7.41072259557074,0.9999999974409463,0.0,1.3328456487457136e-09
3-state,2021-04,0.062499757034105256,Benign,0.017808864606451147,-12.008311333757815,0.9999999953830712,0.0,3.414090812197597e-09
3-state,2021-05,0.031249881743746984,Benign,0.02895203751264175,-14.105002607448291,0.9999999935466113,0.0,5.252012539152049e-09
3-state,2021-06,0.015624943960517166,Benign,-0.02862269472253287,-14.105002607448291,0.9999999938227127,0.0,4.972079486139679e-09
3-state,2021-07,0.007812632925282392,Benign,-0.0009524497124010489,-20.29917010731119,0.9999996781099524,0.0,3.207420805478446e-07
3-state,2021-08,0.003907080591640827,Benign,-0.04077491126897381,-18.476031508636524,0.9999984717420007,0.0,1.5271678687400068e-06
3-state,2021-09,0.0019575692509467696,Benign,-0.03197976242745859,-14.804715428229386,0.9999919420897473,0.0,8.056852662403274e-06
3-state,2021-10,0.0009821362028496275,Benign,-0.044323159985223404,-13.700956530435404,0.9999932968452475,0.0,6.702109369362299e-06
3-state,2021-11,0.5004910681014112,Benign,0.04883388649607845,-15.826997871484672,2.723028293260873e-14,0.0,0.999999881613235
3-state,2021-12,0.25026174423680364,Benign,-0.1055563362924995,-22.578311680558038,0.9999675796278039,0.0,3.241908304884135e-05
3-state,2022-01,0.12513134044082527,Benign,0.013456728231198367,-17.313566132999235,0.9999990633551531,0.0,9.356348849842627e-07
3-state,2022-02,0.06256652747899714,Benign,0.021662124120634507,-16.93207993889052,0.999998285482831,0.0,1.713504484773493e-06
