ym,kospi,fcf_next,pbear,base_exp,trend,mom3,d_breadth,score_FULL_BASE,final_FULL_BASE,score_TREND_LEVEL,final_TREND_LEVEL,score_TREND_CROSS,final_TREND_CROSS,score_PRICE_MOM,final_PRICE_MOM,score_TREND_PLUS_MOM,final_TREND_PLUS_MOM,score_PRICE_PLUS_THRUST,final_PRICE_PLUS_THRUST
2024-09,-0.014314019330007755,0.0016907131925471,0.005907681757067511,0.8500000000000001,-0.026093303364016773,-0.0731105088355708,-0.12280742889384422,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001
2024-10,-0.03921522370126429,-0.0016022826671137,0.0062415233166089115,0.8500000000000001,-0.04155982191301317,-0.0774319911644864,-0.1000344309705195,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001,0.0,0.8500000000000001
2024-11,-0.022973123564838382,0.0128700833256036,0.49738317729424036,0.5,-0.08134976121706189,-0.08166597802770026,-0.09376705950354841,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
2024-12,0.04912715928504907,0.0005974012370535,0.25028760975496467,0.75,-0.09722073381716936,-0.07472420065686103,-0.06733626786810537,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75
2025-01,0.006121432841425634,-0.0079469069941087,0.12907400539595879,0.75,-0.04223335124172008,-0.015171170173037485,0.009453293124740081,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.02322067185536826,0.75
2025-02,-0.020396525364153484,-0.0007436332223607,0.1067424551617508,0.75,-0.03262800304068284,0.03130005575875394,0.09482332592043491,0.0,0.75,0.0,0.75,0.0,0.75,0.20866703839169295,0.75,0.0,0.75,0.02902273107112784,0.75
2025-03,0.030425770083210457,0.0045073043098731,0.20760245042485123,0.75,-0.048467322341249376,0.03401978223928803,0.00183277772998236,0.0,0.75,0.0,0.75,0.0,0.75,0.22679854826192022,0.75,0.0,0.75,0.0,0.75
2025-04,0.055174550880334294,0.0808435554205224,0.10707261142095384,0.75,-0.0065084513560545836,0.015587692078515403,0.09853549783017074,0.0,0.75,0.0,0.75,0.0,0.75,0.1039179471901027,0.75,0.0,0.75,0.14990092010077288,0.75
2025-05,0.13864929369746903,0.1908936365697002,0.05517566462333782,0.9500000000000001,0.054373798994654,0.06510233445890701,0.19183322410435588,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.43401556305938005,0.9500000000000001,0.43401556305938005,0.9500000000000001,0.5292155991942178,0.9500000000000001
2025-06,0.0565615108884876,-0.0832175508635161,0.04616373506404006,0.9500000000000001,0.1731593442650227,0.23802952138159017,0.3713785400573926,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001
2025-07,-0.01831182604318171,0.0326675569654093,0.023132187323455115,0.9500000000000001,0.20326394938316508,0.26943092808117,0.24305986767467175,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.6873916676017651,0.9500000000000001
2025-08,0.07488679795710262,0.1202668782651295,0.011680643553099971,0.9500000000000001,0.16283542110893048,0.18102292053254865,0.06428521548751776,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001
2025-09,0.19941011588801794,0.3139806279829086,0.005862846715605669,0.9500000000000001,0.20077369439638454,0.11488757108250125,-0.016602326277121104,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.7659171405500084,0.9500000000000001,0.7659171405500084,0.9500000000000001,0.0,0.9500000000000001
2025-10,-0.044043800878727946,-0.0039959626292656,0.0029314253132945796,0.9500000000000001,0.3394639198645848,0.26562194160346064,-0.08073414588109185,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001
2025-11,0.07323907704836685,0.1296171491906593,0.0014744852772407132,0.9500000000000001,0.24419642262152758,0.23244750514122825,-0.06480388560126327,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001
2025-12,0.23971267417636266,0.152165710526297,0.0007399439336651357,0.9500000000000001,0.2649523475400175,0.23055825547605435,-0.08008520859466361,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001
2026-01,0.19519520978992544,0.1872040691388203,0.00036997991887520725,0.9500000000000001,0.40944755765938273,0.2719074530203893,0.005749827661841178,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.022999310647364712,0.9500000000000001
2026-02,-0.19084643404922963,-0.1032853265987158,0.00018499541095874116,0.9500000000000001,0.5145445961220702,0.5902168912586603,0.07549390566619008,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.3019756226647603,0.9500000000000001
2026-03,0.3060707394429423,0.428148923360046,0.001962803390393898,0.9500000000000001,0.22453110494167575,0.19892174606227586,-0.05085486392338845,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001
2026-04,0.28448510731373733,0.1750392612080847,0.003100768097716541,0.9500000000000001,0.41137237956509753,0.26309639647276617,0.05973497387212967,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.23893989548851868,0.9500000000000001
2026-05,3.894198542830907e-05,-0.0981256452754222,0.0015504118722780096,0.9500000000000001,0.5729459789192315,0.35745901345779596,-0.14710233818665674,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001
2026-06,-0.22191170974465646,-0.0013871741858508,0.0007752059361414553,0.9500000000000001,0.4630986814240598,0.6776937440939486,-0.1453113697639245,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001
2026-07,,,0.000391097183429749,0.9500000000000001,0.13992806481532993,-0.0005182587040306608,-0.3820849761383514,0.0,0.9500000000000001,1.0,0.9500000000000001,1.0,0.9500000000000001,0.0,0.9500000000000001,0.0,0.9500000000000001,0.0,0.9500000000000001
