dt,BM(무손절),HMM(p>=0.2)
2007-06-28,2.9813468661843965,2.147798258158896
2007-06-29,2.9674761370585556,2.1378056175192635
2007-07-02,3.014704551807588,2.1718295374073238
2007-07-03,3.0728253271847747,2.213700445329463
2007-07-04,3.128835732361103,2.254051017093175
2007-07-05,3.1447997958188836,2.2655517210456946
2007-07-06,3.167299192551757,2.2817605579511224
2007-07-09,3.205728581004575,2.309445553117991
2007-07-10,3.224347746959596,2.3228590249485084
2007-07-11,3.2165698340259743,2.3172557226154513
2007-07-12,3.250250993404111,2.341520036260283
2007-07-13,3.3407594486486496,2.406723419579334
2007-07-16,3.3179195422919125,2.390269275431962
2007-07-18,3.28590623603176,2.3672065032992244
2007-07-19,3.29816021964637,2.3760344209633812
2007-07-20,3.375836094996579,2.431993058876474
2007-07-23,3.3920214169957963,2.4436531601521603
2007-07-24,3.390676829878258,2.442684503367622
2007-07-25,3.4110317846724376,2.457348458423544
2007-07-26,3.3417975978801597,2.407471314813008
2007-07-27,3.2050988771180995,2.3089919068395703
2007-07-30,3.245077075360974,2.3377926832686042
2007-07-31,3.2902802992537388,2.3703576312259353
2007-08-01,3.159538315487052,2.2761695284636048
2007-08-02,3.1537858011641973,2.272025347730125
2007-08-03,3.194172652506608,2.3011205227832603
2007-08-06,3.1571557868925018,2.27445312611424
2007-08-07,3.1652737939409885,2.280301436351545
2007-08-08,3.239460847989464,2.3337466852994413
2007-08-09,3.2484300252203604,2.34020818880718
2007-08-10,3.111952562999737,2.241888178156909
2007-08-13,3.147301575495859,2.2673540333138353
2007-08-14,3.093912201078935,2.2288916837370416
2007-08-16,2.879622784311256,2.074515002078209
2007-08-17,2.7878719571626873,2.074515002078209
2007-08-20,2.9464914783779017,2.074515002078209
2007-08-21,2.9548479875912426,2.074515002078209
2007-08-22,2.9945367838170083,2.074515002078209
2007-08-23,3.062988151657048,2.074515002078209
2007-08-24,3.04870897718617,2.074515002078209
2007-08-27,3.068621622651975,2.074515002078209
2007-08-28,3.1133482577240303,2.074515002078209
2007-08-29,3.10803805272955,2.074515002078209
2007-08-30,3.1344349238636937,2.074515002078209
2007-08-31,3.188113700297727,2.074515002078209
