ym,ret,pbear_raw,pbear,rvol,dvol,tgt_vol,exposure,exp_bin,regime
2024-01,0.05817572230802637,0.006542402086991704,0.06893158207434001,0.12499809165730247,0.10604503936948367,0.12412970774134041,0.9500000000000001,1.0,Bull
2024-02,0.039460849828057754,0.002194874751842485,0.03556322841309125,0.1700840531495547,0.09902863312745322,0.12379050403034193,0.9500000000000001,1.0,Bull
2024-03,-0.019867920523340188,0.0015171357947567216,0.018540182103923986,0.15917316693123382,0.10607707671319033,0.12355432499944657,0.9500000000000001,1.0,Bull
2024-04,-0.020631054974127316,0.0008703926435587927,0.00970528737374139,0.20310224119074574,0.11004790519082686,0.12337660894933315,0.9500000000000001,1.0,Bull
2024-05,0.06117914813209069,0.0057263145935753535,0.007715800983658372,0.1531907826425483,0.11990477525749121,0.12333152020008847,0.9500000000000001,1.0,Bull
2024-06,-0.009696880532075847,0.0014631775655386096,0.004589489274598491,0.12121493604333625,0.11253853830952858,0.12319314863738899,0.9500000000000001,1.0,Bull
2024-07,-0.03478551727212853,0.00854166876620188,0.006565579020400185,0.14873295117584306,0.09757301098635059,0.12286884309750243,0.9500000000000001,1.0,Bull
2024-08,-0.030303157557248217,0.003381011887968218,0.0049732954541842015,0.401997707541003,0.2172848294208939,0.12404904292654481,0.9500000000000001,1.0,Bull
2024-09,-0.014314019330007755,0.004986979830709621,0.004980137642446911,0.21738240905730943,0.23304786120586563,0.1253947073497463,0.9500000000000001,1.0,Bull
2024-10,-0.03921522370126429,0.009825590061754205,0.007402863852100558,0.1395202201737038,0.232108530726787,0.12669609543971022,0.9500000000000001,1.0,Bull
2024-11,-0.022973123564838382,0.9261360177018527,0.46676944077697663,0.19052683924231156,0.13874043650106696,0.1268412079826181,0.5,1.0,Bull
2024-12,0.04912715928504907,0.05711968417498884,0.26194456247598275,0.21942551508925687,0.1366002615005746,0.12695738719116523,0.7000000000000001,1.0,Bull
2025-01,0.006121432841425634,0.0060248300499573006,0.13398469626297002,0.14361455314956117,0.13462443708055064,0.12704758777809916,0.8500000000000001,1.0,Bull
2025-02,-0.020396525364153484,0.005102696667782681,0.06954369646537635,0.20068419531707554,0.14093265536514124,0.1272090420523671,0.8500000000000001,1.0,Bull
2025-03,0.030425770083210457,0.9999999607063558,0.534771828585866,0.18522921468099876,0.13298564833907858,0.12727543982577758,0.45,1.0,Bull
2025-04,0.055174550880334294,0.0033975973350919655,0.269084712960479,0.3384320785940141,0.17217750175064242,0.12778569052946923,0.7000000000000001,1.0,Bull
2025-05,0.13864929369746903,3.783056286039634e-06,0.13454424800838252,0.14392015592937893,0.15943221705097788,0.12814126947914908,0.7000000000000001,1.0,Bull
2025-06,0.0565615108884876,4.401005144713414e-09,0.06727212620469383,0.1777210139423887,0.13803664213209874,0.12825121806418185,0.9500000000000001,1.0,Bull
2025-07,-0.01831182604318171,1.4787135410214996e-09,0.03363606384170369,0.13960234786712772,0.07327488183404558,0.12764708250121332,0.9500000000000001,1.0,Bull
2025-08,0.07488679795710262,1.0992042312102863e-07,0.016818086881063402,0.19454675215186398,0.11196467121083299,0.12747662150892658,0.9500000000000001,1.0,Bull
2025-09,0.19941011588801794,2.694386500578496e-07,0.00840917815985673,0.15817614800729307,0.11746207187480663,0.12736893817952744,0.9500000000000001,1.0,Bull
2025-10,-0.044043800878727946,3.0726482626495256e-06,0.00420612540405969,0.20261893478567197,0.11736275889634568,0.1272624894637489,0.9500000000000001,1.0,Bull
2025-11,0.07323907704836685,5.433363860295059e-07,0.00210333437022286,0.3531337334898101,0.17585341667354012,0.1277739729080625,0.9500000000000001,1.0,Bull
2025-12,0.23971267417636266,1.046925930897802e-05,0.0010569018147659189,0.20650645218397248,0.1782382427112881,0.1282996423851794,0.9500000000000001,1.0,Bull
2026-01,0.19519520978992544,0.004078648023631372,0.0025677749191986452,0.1528959781613939,0.1691259466661168,0.12872053212003445,0.9500000000000001,1.0,Bull
2026-02,-0.19084643404922963,0.0009054526665122208,0.001736613792855433,0.4298298230964819,0.16207962188598463,0.1290609309951972,0.9500000000000001,1.0,Bull
2026-03,0.3060707394429423,0.01359654069523468,0.007666577244045056,0.7639558666113412,0.4114434928456893,0.13191328010479814,0.9500000000000001,1.0,Bull
2026-04,0.28448510731373733,0.0023710537646400055,0.005018815504342531,0.2926517948084517,0.4243175049088199,0.13483732235283835,0.9500000000000001,1.0,Bull
2026-05,3.894198542830907e-05,0.999998235779993,0.5025085256421677,0.5310640722560994,0.40024926357763846,0.1374651633550641,0.35000000000000003,1.0,Bull
2026-06,-0.22191170974465646,0.9080221898536667,0.7052653577479172,0.7620868087943852,0.3902128110672674,0.1399430814698896,0.2,0.2,Bear
2026-07,,0.12215294901293806,0.41370915338042763,1.0180572214927486,0.5874201938210555,0.14428751945388152,0.4,0.2,Bear
