pred_month,cutoff,month_ret,real_bear,p_bear_2s,p_bear_3s
2003-12,2003-11-28T00:00:00,1.82496790054254,0,0.8914606852961037,0.048313322326843565
2004-01,2003-12-30T00:00:00,4.6613433907467305,0,0.8832940067467956,0.041363746334827575
2004-02,2004-01-30T00:00:00,4.115495923412649,0,0.9403699238576149,0.01186843122584488
2004-03,2004-02-27T00:00:00,-0.33053167990804155,0,0.09194731738314589,0.03938459331860424
2004-04,2004-03-31T00:00:00,-2.005675541684415,0,0.05883262485208722,0.023249147265775077
2004-05,2004-04-30T00:00:00,-6.837883983548998,1,0.13846779403191356,0.10922901076837462
2004-06,2004-05-31T00:00:00,-2.245477735008383,0,0.17666816128447846,0.39839807569429175
2004-07,2004-06-30T00:00:00,-6.420284374016216,1,0.08077725914869052,0.10439663559006976
2004-08,2004-07-30T00:00:00,9.27869801410397,0,0.0660640975890907,0.03553792571895744
2004-09,2004-08-31T00:00:00,3.922498257022733,0,0.049511897989698066,0.4758090744810508
2004-10,2004-09-30T00:00:00,-0.029936892066761978,0,0.05325444817669797,0.29788923199548567
2004-11,2004-10-29T00:00:00,5.177036236022192,0,0.09448542919632387,0.06390997111412505
2004-12,2004-11-30T00:00:00,2.0340279025603536,0,0.06695718727624664,0.01686373519575928
2005-01,2004-12-30T00:00:00,4.105280605239425,0,0.05305775263698584,0.022188343282578935
2005-02,2005-01-31T00:00:00,8.43357693953488,0,0.050152383242666895,0.008792436791092402
2005-03,2005-02-28T00:00:00,-4.516689738313328,1,0.06397140086359934,0.0211192413746943
2005-04,2005-03-31T00:00:00,-5.631265563671062,1,0.06517501199620576,0.016072527144739685
2005-05,2005-04-29T00:00:00,6.4643953658288344,0,0.051755210184642166,0.02567398108241886
2005-06,2005-05-31T00:00:00,3.9115191878470013,0,0.049078363690177505,0.017683971772544115
2005-07,2005-06-30T00:00:00,10.229533870135498,0,0.04523593339416063,0.006088064815425219
2005-08,2005-07-29T00:00:00,-2.516002305878673,0,0.041404034313683974,0.010762139837732805
2005-09,2005-08-31T00:00:00,12.708967654909674,0,0.06464158059039858,0.03463876958556805
2005-10,2005-09-30T00:00:00,-5.151474919205312,1,0.05384679801354964,0.017713733172864975
2005-11,2005-10-31T00:00:00,12.030805175416193,0,0.09763498224648075,0.06337588564564911
2005-12,2005-11-30T00:00:00,6.31474730322672,0,0.05625709386338419,0.02354080987787345
2006-01,2005-12-29T00:00:00,1.4832830212289538,0,0.03162324063424158,0.009488562506010203
2006-02,2006-01-31T00:00:00,-2.01738719136767,0,0.16391531168561205,0.2310811569397518
2006-03,2006-02-28T00:00:00,-0.874167246273494,0,0.01657762522840397,0.009761236622718123
2006-04,2006-03-31T00:00:00,4.422624739817227,0,0.0421105395604307,0.014118480518650209
2006-05,2006-04-28T00:00:00,-7.186579891986778,1,0.10347025320849186,0.02422318470188629
2006-06,2006-05-30T00:00:00,-1.711309675450623,0,0.14278256579214912,0.15489713550343434
2006-07,2006-06-30T00:00:00,0.2061476913616911,0,0.1322911263639141,0.08045434931214807
2006-08,2006-07-31T00:00:00,4.231715200737107,0,0.02397335958882502,0.010588462605942626
2006-09,2006-08-31T00:00:00,1.3801650043684832,0,0.022542327406640236,0.009227314997551654
2006-10,2006-09-29T00:00:00,-0.5002140264830257,0,0.01924326433584385,0.009136877703941369
2006-11,2006-10-31T00:00:00,4.958404579405595,0,0.02050442465846271,0.009256924110425552
2006-12,2006-11-30T00:00:00,0.15709987092444866,0,0.009994759815766849,0.00750089821393999
2007-01,2006-12-28T00:00:00,-5.17476837905162,1,0.009223181146821677,0.0034514150808673816
2007-02,2007-01-31T00:00:00,4.198553639575109,0,0.015779756399587785,0.009314315217680749
2007-03,2007-02-28T00:00:00,2.484236940812856,0,0.10108588956101365,0.08767934545676656
2007-04,2007-03-30T00:00:00,6.1746541180188075,0,0.007954738952468555,0.00646237798906659
2007-05,2007-04-30T00:00:00,10.288284894052024,0,0.007951141860015911,0.006765172437814306
2007-06,2007-05-31T00:00:00,2.50982947648013,0,0.034529639292566805,0.023549279384085766
2007-07,2007-06-29T00:00:00,10.878071036997671,0,0.01301967671375258,0.010304722751760647
2007-08,2007-07-31T00:00:00,-3.105103202884729,1,0.7134398667970516,0.584753969321399
2007-09,2007-08-31T00:00:00,3.9098028344574987,0,0.1658068711210148,0.25439538595431804
2007-10,2007-09-28T00:00:00,6.08123989844449,0,0.03309676754815275,0.0425676752521041
2007-11,2007-10-31T00:00:00,-7.69305712974303,1,0.25139871599497693,0.42883690666153623
2007-12,2007-11-30T00:00:00,-0.46537225168874485,0,0.9278897868906192,0.5226562608868056
2008-01,2007-12-28T00:00:00,-14.36116399354005,1,0.027385525776804073,0.03136699509207081
2008-02,2008-01-31T00:00:00,5.351203839037111,0,0.9863952213318755,0.9870895118108188
2008-03,2008-02-29T00:00:00,-0.4457768023614417,0,0.09494480728533972,0.05154723844786517
2008-04,2008-03-31T00:00:00,7.129148713604883,0,0.011948882236518165,0.010497163056558652
2008-05,2008-04-30T00:00:00,1.4544226557667628,0,0.015757889863385093,0.010219802883002786
2008-06,2008-05-30T00:00:00,-9.5625303030343,1,0.020080588295502685,0.008855608886604971
2008-07,2008-06-30T00:00:00,-4.791273487358194,1,0.028411580150946414,0.022029811806166887
2008-08,2008-07-31T00:00:00,-7.55203586899934,1,0.1661389856421254,0.07459160291067503
2008-09,2008-08-29T00:00:00,-1.775825633142869,0,0.014577776580839343,0.005101489887213083
2008-10,2008-09-30T00:00:00,-23.134399572164675,1,0.39294170672962514,0.5272904977402141
2008-11,2008-10-31T00:00:00,-3.323280897476555,1,0.9934461039783841,0.11963574577283238
2008-12,2008-11-28T00:00:00,4.497851146291643,0,0.9714670344896436,0.6354165841513537
2009-01,2008-12-30T00:00:00,3.3473561437039834,0,0.24222240769350792,0.18721441886404636
2009-02,2009-01-30T00:00:00,-8.525867370867978,1,0.8755039064753181,0.9141593368700289
2009-03,2009-02-27T00:00:00,13.473747356270582,0,0.8432932812215151,0.8323686169688895
2009-04,2009-03-31T00:00:00,13.521129297623613,0,0.3135999041085624,0.20521618402814668
2009-05,2009-04-30T00:00:00,1.9374035739815998,0,0.5685800603683856,0.6670677957430221
2009-06,2009-05-29T00:00:00,-0.4169431902441678,0,0.030710399178686117,0.012455438416726942
2009-07,2009-06-30T00:00:00,12.0296171584638,0,0.014484327031279822,0.011778726196966762
2009-08,2009-07-31T00:00:00,2.2192357015423214,0,0.013728976980717652,0.011944600076835779
2009-09,2009-08-31T00:00:00,5.10663946409764,0,0.013732303403071279,0.014723744984167298
2009-10,2009-09-30T00:00:00,-5.525543136425027,1,0.019737427719243385,0.006345381012797155
2009-11,2009-10-30T00:00:00,-1.5872794001580925,0,0.03059825420082116,0.034780646003213754
2009-12,2009-11-30T00:00:00,8.174983668112512,0,0.8909983762392099,0.7880012230932673
2010-01,2009-12-30T00:00:00,-4.774268907089985,1,0.009386736539424378,0.003788502558884838
2010-02,2010-01-29T00:00:00,-0.48988707108124085,0,0.08723625047307457,0.09978460164966922
2010-03,2010-02-26T00:00:00,6.162752714789543,0,0.01630060609949511,0.016318926372202187
2010-04,2010-03-31T00:00:00,2.877401052089845,0,0.00821845341427895,0.007299795495833195
2010-05,2010-04-30T00:00:00,-5.759781759966809,1,0.008776282425104448,0.008425531457728739
2010-06,2010-05-31T00:00:00,3.475402227722779,0,0.0327030409175923,0.030921643710433763
2010-07,2010-06-30T00:00:00,3.5941986108499524,0,0.011438770837129675,0.010063271998218028
2010-08,2010-07-30T00:00:00,-0.9424017363899306,0,0.008307765052132486,0.0033205453894545422
2010-09,2010-08-31T00:00:00,7.462921164467073,0,0.014912511049559372,0.01557082646534088
2010-10,2010-09-30T00:00:00,0.5414266402295365,0,0.006932744608520934,0.006365856398982425
2010-11,2010-10-29T00:00:00,1.1513876774815301,0,0.012827448680522432,0.013134029218143346
2010-12,2010-11-30T00:00:00,7.684956907217955,0,0.008026007435367308,0.007361378699880755
2011-01,2010-12-30T00:00:00,0.9132121145173144,0,0.006640219742945486,0.005607997719615927
2011-02,2011-01-31T00:00:00,-6.30178491259451,1,0.02228339415655953,0.018617349310689334
2011-03,2011-02-28T00:00:00,8.631975358578782,0,0.013606389562175646,0.00978183102406511
2011-04,2011-03-31T00:00:00,4.0660824149329144,0,0.008668827899069342,0.006318203150046585
2011-05,2011-04-29T00:00:00,-2.2756360394378228,0,0.008969596606330283,0.007917315504902316
2011-06,2011-05-31T00:00:00,-1.950087042907933,0,0.07147163699475888,0.038732837700118844
2011-07,2011-06-30T00:00:00,1.5480637523060725,0,0.008823106825721225,0.00396955128771786
2011-08,2011-07-29T00:00:00,-11.864747503555883,1,0.011904601870386064,0.011673137984874307
2011-09,2011-08-31T00:00:00,-5.8751861219887624,1,0.8702952762682875,0.8716087695983603
2011-10,2011-09-30T00:00:00,7.876133866014645,0,0.9398523586741321,0.9351384842691608
2011-11,2011-10-31T00:00:00,-3.2225799797349852,1,0.25902776291368756,0.23012898543238663
2011-12,2011-11-30T00:00:00,-1.1783437933314267,0,0.6303492811727746,0.6548654307462035
2012-01,2011-12-29T00:00:00,7.1231418232466925,0,0.14535136242047114,0.035829464301718614
2012-02,2012-01-31T00:00:00,3.8071551368158207,0,0.011957567907727238,0.009907693052644804
2012-03,2012-02-29T00:00:00,-0.7984219154045014,0,0.014640175529740717,0.010156099443814195
2012-04,2012-03-30T00:00:00,-1.5913312648463407,0,0.007733891534177145,0.007314124012263436
2012-05,2012-04-30T00:00:00,-6.988936382815414,1,0.006562121483040828,0.006931758127524991
2012-06,2012-05-31T00:00:00,0.5717499731487274,0,0.019893238506150955,0.011379395278890241
2012-07,2012-06-29T00:00:00,1.5091601621011197,0,0.018365460884567836,0.018642874350035473
2012-08,2012-07-31T00:00:00,1.2290184859023556,0,0.04772610190753416,0.025035132635497406
2012-09,2012-08-31T00:00:00,4.78132432884939,0,0.007972283342562794,0.0034793749321948924
2012-10,2012-09-28T00:00:00,-4.215483540831033,1,0.006331687760973682,0.006702917924087425
2012-11,2012-10-31T00:00:00,1.0899221353768418,0,0.0073959531179834314,0.006173567414326259
2012-12,2012-11-30T00:00:00,3.3188485490091013,0,0.007218461349704667,0.006599871318262263
2013-01,2012-12-28T00:00:00,-1.7580985234935786,0,0.006067200380755758,0.002727694141264741
2013-02,2013-01-31T00:00:00,3.290113395716787,0,0.006246504226870084,0.0049396874134170704
2013-03,2013-02-28T00:00:00,-1.0658811881641417,0,0.008074051542995042,0.008164465165783745
2013-04,2013-03-29T00:00:00,-2.042010443338027,0,0.006201026986481956,0.0024459464564567756
2013-05,2013-04-30T00:00:00,1.889055147974239,0,0.00853677393872733,0.0034734818218814275
2013-06,2013-05-31T00:00:00,-6.882891440907302,1,0.006188182955059982,0.005839419384778945
2013-07,2013-06-28T00:00:00,2.721490912433233,0,0.08441173574046984,0.1019962063462312
2013-08,2013-07-31T00:00:00,0.6441882241114527,0,0.006273143259094819,0.004778819183688644
2013-09,2013-08-30T00:00:00,3.664941969455038,0,0.008449602072600433,0.0037031564870575297
2013-10,2013-09-30T00:00:00,1.6590219899681458,0,0.00710326073088621,0.005832919074483954
2013-11,2013-10-31T00:00:00,0.7280479951982111,0,0.013067959783432514,0.006170720227952156
2013-12,2013-11-29T00:00:00,-1.6397144746090997,0,0.006145803511008345,0.002369790995293128
2014-01,2013-12-30T00:00:00,-3.4897104715772675,1,0.0058190158475864675,0.004073242929772573
2014-02,2014-01-29T00:00:00,2.000873983557061,0,0.011825356854468179,0.011560924809018531
2014-03,2014-02-28T00:00:00,0.2838395721648235,0,0.0054512972587831,0.004227219702817991
2014-04,2014-03-31T00:00:00,-1.1996286513861865,0,0.005547718184321849,0.004854991763891258
2014-05,2014-04-30T00:00:00,1.690798771251334,0,0.006202636656625139,0.0049794627717843
2014-06,2014-05-30T00:00:00,0.3634158149516509,0,0.008641748966068662,0.006839732289174999
2014-07,2014-06-30T00:00:00,3.691428855712653,0,0.006385632698410718,0.00275021748072533
2014-08,2014-07-31T00:00:00,-0.3651078789828732,0,0.006809919163832442,0.005835009502017945
2014-09,2014-08-29T00:00:00,-2.3422352155265003,0,0.0058075937658050945,0.0022142738363640137
2014-10,2014-09-30T00:00:00,-2.7553184784407714,0,0.005855483701019005,0.00431242694838051
2014-11,2014-10-31T00:00:00,0.8323012343988134,0,0.00723218311967404,0.0029295983017979393
2014-12,2014-11-28T00:00:00,-3.291130893504779,1,0.005300151079511323,0.0034722107921266827
2015-01,2014-12-30T00:00:00,1.7576853369501766,0,0.008703893230924955,0.007758983285606516
2015-02,2015-01-30T00:00:00,1.8745595189680886,0,0.005761348719481967,0.004325798310022688
2015-03,2015-02-27T00:00:00,2.7812458007211216,0,0.0058136798070302555,0.0021948351810045716
2015-04,2015-03-31T00:00:00,4.220412798522122,0,0.005859957910608574,0.004708425910422973
2015-05,2015-04-30T00:00:00,-0.5815178618157391,0,0.007366224913585837,0.003096298518527778
2015-06,2015-05-29T00:00:00,-1.9198078645188077,0,0.00777888499803451,0.005333017851092948
2015-07,2015-06-30T00:00:00,-2.1232242806343726,0,0.009680088140028355,0.00896848161791788
2015-08,2015-07-31T00:00:00,-4.367638139480013,1,0.006678225238326855,0.0054702126746878745
2015-09,2015-08-31T00:00:00,1.0981291928680692,0,0.1382699651081824,0.07628136208543163
2015-10,2015-09-30T00:00:00,3.3961468567739628,0,0.010584108792787587,0.007347185805806306
2015-11,2015-10-30T00:00:00,-1.8477730905773315,0,0.0054122145868424195,0.004798817035897863
2015-12,2015-11-30T00:00:00,-1.5391754173157857,0,0.027502231957612387,0.018245304356132537
2016-01,2015-12-30T00:00:00,-2.511076705297277,0,0.006334661639111083,0.0026395205437561753
2016-02,2016-01-29T00:00:00,0.24057694031434096,0,0.008631420399230821,0.006669416616259051
2016-03,2016-02-29T00:00:00,4.131663414171549,0,0.0049054198424271405,0.001886807987263079
2016-04,2016-03-31T00:00:00,-0.08517429629829598,0,0.005176321789945598,0.002109232834449
2016-05,2016-04-29T00:00:00,-0.5390767930391172,0,0.0057892595383085,0.0023931218933327266
2016-06,2016-05-31T00:00:00,-0.6579635306791065,0,0.006031575464279171,0.004700159305052622
2016-07,2016-06-30T00:00:00,2.3264885115996004,0,0.02239467237468861,0.008444855274414116
2016-08,2016-07-29T00:00:00,0.9155924562810336,0,0.004967536188716839,0.004360898667870581
2016-09,2016-08-31T00:00:00,0.44135258452302484,0,0.004957257181456528,0.004343845615741503
2016-10,2016-09-30T00:00:00,-1.7341722029861617,0,0.011568747188953033,0.005032800039972934
2016-11,2016-10-31T00:00:00,-1.2304593518776774,0,0.006246773608054817,0.005243773854829782
2016-12,2016-11-30T00:00:00,2.166897618930985,0,0.004590075414263706,0.0030997124378100475
2017-01,2016-12-29T00:00:00,2.0286661574530296,0,0.005536160296077596,0.004204793998425084
2017-02,2017-01-31T00:00:00,1.1641600247119799,0,0.007055231053134916,0.006506472114081435
2017-03,2017-02-28T00:00:00,3.279249364769088,0,0.005209443229853312,0.0037344567268442516
2017-04,2017-03-31T00:00:00,2.092830918293709,0,0.005026181073671063,0.0020007733021173116
2017-05,2017-04-28T00:00:00,6.435901460809901,0,0.005159808546148316,0.0019716473048348206
2017-06,2017-05-31T00:00:00,1.8919032481777176,0,0.0049280597994770725,0.0039043252749288416
2017-07,2017-06-30T00:00:00,0.4565585480605261,0,0.005102599131438523,0.004527554425551208
2017-08,2017-07-31T00:00:00,-1.6448102423411104,0,0.013083483919401676,0.007927024348138106
2017-09,2017-08-31T00:00:00,1.323635851219862,0,0.005643133374223017,0.004000319239748345
2017-10,2017-09-29T00:00:00,5.385741417322154,0,0.006617684985236166,0.006473333840572485
2017-11,2017-10-31T00:00:00,-1.864914649028071,0,0.006711323805216502,0.004645263459738542
2017-12,2017-11-30T00:00:00,-0.3585944964967669,0,0.01930919404030057,0.021197492288569684
2018-01,2017-12-28T00:00:00,4.010957332950493,0,0.011544607361218685,0.005297972804226242
2018-02,2018-01-31T00:00:00,-5.419911303226154,1,0.008173779850625604,0.0076111172339813835
2018-03,2018-02-28T00:00:00,0.7617324754510157,0,0.012666791902877455,0.01137768717138802
2018-04,2018-03-30T00:00:00,2.8427655980584055,0,0.04631145697467381,0.01895018991146963
2018-05,2018-04-30T00:00:00,-3.6722036968664273,1,0.00762683978777565,0.007038060648970072
2018-06,2018-05-31T00:00:00,-3.998337875727398,1,0.025598109784428592,0.01069984170663331
2018-07,2018-06-29T00:00:00,-1.3270915469926647,0,0.007771398261068304,0.006520857988920181
2018-08,2018-07-31T00:00:00,1.2033439753823538,0,0.004667173288051828,0.004482802234626169
2018-09,2018-08-31T00:00:00,0.8691876707128454,0,0.005353058362569881,0.0037045961146640045
2018-10,2018-09-28T00:00:00,-13.37476549186405,1,0.006275343097432444,0.004489166051483692
2018-11,2018-10-31T00:00:00,3.309380642103732,0,0.5616653594817618,0.37071222626694633
2018-12,2018-11-30T00:00:00,-2.6620787987619576,0,0.008016064954711802,0.007215923827484787
2019-01,2018-12-28T00:00:00,8.02581308836019,0,0.00711947978246493,0.0029568504129924753
2019-02,2019-01-31T00:00:00,-0.4267934704496712,0,0.006175966058027802,0.005724554609486278
2019-03,2019-02-28T00:00:00,-2.494717277311076,0,0.03210944926379047,0.01765443302674299
2019-04,2019-03-29T00:00:00,2.939274540771497,0,0.007522908334579365,0.0032401540651350786
2019-05,2019-04-30T00:00:00,-7.3448368889324716,1,0.013422111240564227,0.006587261671337186
2019-06,2019-05-31T00:00:00,4.353156003126646,0,0.0062769502440666375,0.004459338522377016
2019-07,2019-06-28T00:00:00,-4.978366040183246,1,0.005048768459379912,0.0019155172318195222
2019-08,2019-07-31T00:00:00,-2.803586396813429,0,0.01228763377104964,0.010447016438878715
2019-09,2019-08-30T00:00:00,4.840964120898228,0,0.024670198154722947,0.020324855034943586
2019-10,2019-09-30T00:00:00,0.9902780425627533,0,0.009095713408933665,0.006341274042242925
2019-11,2019-10-31T00:00:00,0.2150239268313925,0,0.004925003047570469,0.0038352954855909805
2019-12,2019-11-29T00:00:00,5.254409231498869,0,0.01814833771839004,0.00802418693279311
2020-01,2019-12-30T00:00:00,-3.5792414195787936,1,0.004914860983900898,0.0037563142835562364
2020-02,2020-01-31T00:00:00,-6.2293240424381,1,0.6948109573292114,0.3326449108419098
2020-03,2020-02-28T00:00:00,-11.694455185185326,1,0.9996096184980542,0.9931206587654531
2020-04,2020-03-31T00:00:00,10.994850358748165,0,0.9684648959349533,0.9623550088859136
2020-05,2020-04-29T00:00:00,4.212446061941999,0,0.38235601129715896,0.46794053947789993
2020-06,2020-05-29T00:00:00,3.8790945746012495,0,0.006869715872995911,0.004356305423740138
2020-07,2020-06-30T00:00:00,6.689656450185977,0,0.6195541032754436,0.4899028958720349
2020-08,2020-07-31T00:00:00,3.4142804734832444,0,0.008586174028277797,0.0076180441951289694
2020-09,2020-08-31T00:00:00,0.07394002849707704,0,0.379214951191031,0.25348378314323833
2020-10,2020-09-29T00:00:00,-2.609229518459133,0,0.16399070647621106,0.037967058306250495
2020-11,2020-10-30T00:00:00,14.299459652479584,0,0.2406979563140488,0.14428687665672688
2020-12,2020-11-30T00:00:00,10.88741242922524,0,0.026785803365915715,0.021683482070926477
2021-01,2020-12-30T00:00:00,3.575467684780964,0,0.03037548805868975,0.028314720942440134
2021-02,2021-01-29T00:00:00,1.2344555900485554,0,0.9992095068684874,0.9987897471457502
2021-03,2021-02-26T00:00:00,1.6087214022348029,0,0.9989532236018923,0.9983100988346559
2021-04,2021-03-31T00:00:00,2.82353247031637,0,0.00749248132616501,0.006223291302151875
2021-05,2021-04-30T00:00:00,1.7808864606451147,0,0.010225757314338866,0.00428324462941169
2021-06,2021-05-31T00:00:00,2.895203751264175,0,0.006130408220763578,0.004233932746249335
2021-07,2021-06-30T00:00:00,-2.862269472253287,0,0.005803215352976287,0.004251633561794679
2021-08,2021-07-30T00:00:00,-0.09524497124010489,0,0.014678977702914396,0.008979103697226813
2021-09,2021-08-31T00:00:00,-4.077491126897382,1,0.023750970720183076,0.01082669729866167
2021-10,2021-09-30T00:00:00,-3.197976242745859,1,0.010353658209833007,0.009060545587089262
2021-11,2021-10-29T00:00:00,-4.43231599852234,1,0.017647129692617766,0.015877344222069413
2021-12,2021-11-30T00:00:00,4.883388649607845,0,0.2588595527837249,0.151109071334502
2022-01,2021-12-30T00:00:00,-10.55563362924995,1,0.00804518266618708,0.00809269756703245
2022-02,2022-01-28T00:00:00,1.3456728231198367,0,0.9865950916283663,0.9765619436311613
2022-03,2022-02-28T00:00:00,2.1662124120634507,0,0.12897757202004298,0.06655910367946842
2022-04,2022-03-31T00:00:00,-2.2700435418731346,0,0.005466172726542843,0.004406258579937052
2022-05,2022-04-29T00:00:00,-0.3395167554811729,0,0.01469809288560677,0.013411602838898268
2022-06,2022-05-31T00:00:00,-13.152389240468931,1,0.009006254875241154,0.006612380113134848
2022-07,2022-06-30T00:00:00,5.095518935436982,0,0.9771986833472904,0.9779212086923721
2022-08,2022-07-29T00:00:00,0.838264280160117,0,0.006956640970399813,0.00574470104456903
2022-09,2022-08-31T00:00:00,-12.805568347769302,1,0.03316504945947528,0.016154500026586693
2022-10,2022-09-30T00:00:00,6.407829208823257,0,0.6992987126065897,0.4855327533416985
2022-11,2022-10-31T00:00:00,7.80079932923361,0,0.02193910167310524,0.02141397936486765
2022-12,2022-11-30T00:00:00,-9.550141925688738,1,0.025609688174498317,0.022256502631871976
2023-01,2022-12-29T00:00:00,8.436781614214572,0,0.32697961886264676,0.38133541755847067
2023-02,2023-01-31T00:00:00,-0.5043124381363007,0,0.023151323751820628,0.02528033595614759
2023-03,2023-02-28T00:00:00,2.6528796723759074,0,0.008255059444849323,0.004283988076402037
2023-04,2023-03-31T00:00:00,0.9960159558901616,0,0.007596230016547229,0.0031418173403538327
2023-05,2023-04-28T00:00:00,3.021754166663815,0,0.005775309577963452,0.004596214749156693
2023-06,2023-05-31T00:00:00,-0.49823397074086895,0,0.006603823365838492,0.006084334330877672
2023-07,2023-06-30T00:00:00,2.663517558449069,0,0.006346429083914412,0.0052074167051749795
